dmnd_pf_id,hy,value
3,740.0,6556.771213695
3,741.0,6633.689800385
3,742.0,6279.731921906
3,743.0,5987.877051032
3,744.0,5732.109272643
3,745.0,5601.573429255
3,746.0,5369.652425745
3,747.0,5293.550211418
3,748.0,5419.993246897
3,749.0,5494.098116858
3,750.0,5963.493168663
3,751.0,6385.663336161
3,752.0,6798.857199693
3,753.0,7087.949692483
3,754.0,7174.295103189
3,755.0,6938.125173414
3,756.0,6688.114694488
3,757.0,6571.631601807
3,758.0,6495.420115258
3,759.0,6666.727783353
3,760.0,7175.979250604
3,761.0,7379.574030143
3,762.0,7166.422658594
3,763.0,6884.151998474
3,764.0,6552.564133331
3,765.0,6628.2359624
3,766.0,6323.699726813
3,767.0,6031.68623312
3,768.0,5814.583127291
3,769.0,5711.267007929
3,770.0,5611.544081256
3,771.0,5842.469865859
3,772.0,6508.621061238
3,773.0,7520.80327789
3,774.0,8460.572504914
3,775.0,8739.98143478
3,776.0,8820.92556017
3,777.0,8924.130460635
3,778.0,9000.885915667
3,779.0,8851.604155711
3,780.0,8788.67832246
3,781.0,8657.527751296
3,782.0,8529.728677416
3,783.0,8569.43279124
3,784.0,9071.758241859
3,785.0,9091.63293546
3,786.0,8633.822574356
3,787.0,8055.733567398
3,788.0,7526.367669112
3,789.0,7384.043652177
3,790.0,6950.256719694
3,791.0,6595.948405368
3,792.0,6282.740702682
3,793.0,6141.446433868
3,794.0,6005.055742884
3,795.0,6135.103855333
3,796.0,6794.440420016
3,797.0,7724.608879341
3,798.0,8647.861552911
3,799.0,8841.338086226
3,800.0,8801.963320271
3,801.0,8847.340175982
3,802.0,8806.135964651
3,803.0,8572.475711618
3,804.0,8470.181603736
3,805.0,8427.109304015
3,806.0,8447.636788848
3,807.0,8468.656896676
3,808.0,8999.771915213
3,809.0,9093.482718079
3,810.0,8573.209294904
3,811.0,8025.431487963
3,812.0,7522.520345912
3,813.0,7413.645988803
3,814.0,6953.770519375
3,815.0,6596.310464969
3,816.0,6395.13355568
3,817.0,6239.245034655
3,818.0,6029.261089716
3,819.0,6167.22976854
3,820.0,6739.669020352
3,821.0,7696.741856858
3,822.0,8660.857237729
3,823.0,8995.322075882
3,824.0,9079.19468708
3,825.0,9148.381537228
3,826.0,9155.984209824
3,827.0,8893.238432132
3,828.0,8803.001110829
3,829.0,8653.765184754
3,830.0,8551.023013896
3,831.0,8512.089195492
3,832.0,9051.144021547
3,833.0,9151.318512294
3,834.0,8671.416153696
3,835.0,8080.252562769
3,836.0,7477.224095512
3,837.0,7353.972851336
3,838.0,6888.976769081
3,839.0,6571.524580634
3,840.0,6337.020222354
3,841.0,6196.43953148
3,842.0,6028.886477884
3,843.0,6137.494834779
3,844.0,6720.320200689
3,845.0,7745.588250287
3,846.0,8649.153794298
3,847.0,8973.576950009
3,848.0,9069.106689655
3,849.0,9195.258553575
3,850.0,9236.951316511
3,851.0,9076.706074514
3,852.0,9034.606190897
3,853.0,8940.319867262
3,854.0,8875.396576443
3,855.0,8815.767191573
3,856.0,9218.842811487
3,857.0,9262.557494302
3,858.0,8703.99585636
3,859.0,8216.340675988
3,860.0,7639.237521827
3,861.0,7459.744699076
3,862.0,6958.920725758
3,863.0,6676.371193589
3,864.0,6432.626696282
3,865.0,6279.795217055
3,866.0,6136.12459834
3,867.0,6225.245654577
3,868.0,6824.512053193
3,869.0,7689.825483935
3,870.0,8576.74794168
3,871.0,8953.24687976
3,872.0,9129.267180916
3,873.0,9253.032755871
3,874.0,9202.551420653
3,875.0,8936.63189107
3,876.0,8856.120554627
3,877.0,8772.125273415
3,878.0,8673.620317336
3,879.0,8644.803817777
3,880.0,9101.419281972
3,881.0,9086.669707052
3,882.0,8517.955474866
3,883.0,7906.061455442
3,884.0,7336.122677096
3,885.0,7277.191571204
3,886.0,6909.089533035
3,887.0,6657.560860044
3,888.0,6353.188296462
3,889.0,6134.297621542
3,890.0,5908.457015879
3,891.0,5915.582175122
3,892.0,6188.844561373
3,893.0,6432.36827389
3,894.0,7011.751478428
3,895.0,7393.60791072
3,896.0,7654.805869227
3,897.0,7762.931911305
3,898.0,7737.821096271
3,899.0,7498.060023066
3,900.0,7321.047184038
3,901.0,7169.300610966
3,902.0,7174.874957223
3,903.0,7194.5925896
3,904.0,7677.250525666
3,905.0,7935.910740771
3,906.0,7480.87299514
3,907.0,7186.488180131
3,908.0,6769.145378094
3,909.0,6845.548051816
3,910.0,6443.929921924
3,911.0,6203.985585315
3,912.0,5971.82562338
3,913.0,5797.514046724
3,914.0,5565.271759782
3,915.0,5503.654226288
3,916.0,5628.127629602
3,917.0,5706.141497064
3,918.0,6153.443892087
3,919.0,6610.738895817
3,920.0,6938.814867924
3,921.0,7223.762528006
3,922.0,7380.120387925
3,923.0,7143.029676531
3,924.0,6969.439397488
3,925.0,6789.738213228
3,926.0,6767.445188816
3,927.0,6863.630652707
3,928.0,7299.919865783
3,929.0,7615.476542504
3,930.0,7362.448594042
3,931.0,7092.917870507
3,932.0,6754.524469358
3,933.0,6944.731288899
3,934.0,6553.237369883
3,935.0,6232.143685584
3,936.0,6024.284944112
3,937.0,5937.453268526
3,938.0,5856.147933413
3,939.0,6002.096264549
3,940.0,6660.466195297
3,941.0,7742.864788712
3,942.0,8678.581229721
3,943.0,9138.492281829
3,944.0,9285.973773984
3,945.0,9390.705278485
3,946.0,9396.375098457
3,947.0,9308.242741615
3,948.0,9314.185471015
3,949.0,9154.872030981
3,950.0,9044.995127053
3,951.0,8973.773149844
3,952.0,9268.504742243
3,953.0,9262.78737146
3,954.0,8822.288832551
3,955.0,8145.05052657
3,956.0,7640.605884117
3,957.0,7490.86452334
3,958.0,7015.866387292
3,959.0,6586.461897291
3,960.0,6337.625972499
3,961.0,6180.872964939
3,962.0,6009.90860075
3,963.0,6132.418257227
3,964.0,6726.000513147
3,965.0,7659.047924661
3,966.0,8552.180273721
3,967.0,8870.112145517
3,968.0,8996.482126418
3,969.0,9065.312772016
3,970.0,9008.657149672
3,971.0,8820.582461179
3,972.0,8708.676563517
3,973.0,8644.169939263
3,974.0,8557.373372967
3,975.0,8500.44389544
3,976.0,8916.798052755
3,977.0,9027.329794022
3,978.0,8508.553597397
3,979.0,7956.132402464
3,980.0,7438.38874357
3,981.0,7396.239178538
3,982.0,6942.413295201
3,983.0,6585.935273145
3,984.0,6282.627140676
3,985.0,6110.965619963
3,986.0,5967.300732488
3,987.0,6042.444911747
3,988.0,6623.451164452
3,989.0,7654.289852226
3,990.0,8453.356913989
3,991.0,8790.041652554
3,992.0,8915.995641593
3,993.0,8983.150639916
3,994.0,8994.686223295
3,995.0,8760.328845416
3,996.0,8704.615971658
3,997.0,8650.804584793
3,998.0,8611.410711824
3,999.0,8615.525992239
3,1000.0,8961.019392696
3,1001.0,9038.020679204
3,1002.0,8535.658902222
3,1003.0,7966.395426889
3,1004.0,7366.210681635
3,1005.0,7219.964658179
3,1006.0,6776.310782394
3,1007.0,6401.657204073
3,1008.0,6164.150173736
3,1009.0,6035.343571245
3,1010.0,5889.530300582
3,1011.0,5956.570015116
3,1012.0,6546.615974613
3,1013.0,7549.109684292
3,1014.0,8462.370629854
3,1015.0,8785.598703109
3,1016.0,8848.506705785
3,1017.0,8892.506064149
3,1018.0,8917.255720211
3,1019.0,8734.727875964
3,1020.0,8637.046050515
3,1021.0,8544.716154626
3,1022.0,8507.437402608
3,1023.0,8418.249825687
3,1024.0,8785.773617141
3,1025.0,8955.929662371
3,1026.0,8459.942259942
3,1027.0,7917.192795381
3,1028.0,7382.442556905
3,1029.0,7406.536938362
3,1030.0,6918.320953287
3,1031.0,6525.948508226
3,1032.0,6255.933312774
3,1033.0,6092.793273024
3,1034.0,5969.042173301
3,1035.0,6031.297738857
3,1036.0,6598.73732232
3,1037.0,7520.495796191
3,1038.0,8356.003843909
3,1039.0,8697.761927235
3,1040.0,8797.054164095
3,1041.0,8797.664752892
3,1042.0,8755.594845676
3,1043.0,8449.4499113
3,1044.0,8291.138737993
3,1045.0,8156.989161281
3,1046.0,8074.014248066
3,1047.0,8097.393071041
3,1048.0,8573.133399853
3,1049.0,8792.998000833
3,1050.0,8312.01394011
3,1051.0,7737.399102341
3,1052.0,7263.496306516
3,1053.0,7189.796071551
3,1054.0,6787.261595558
3,1055.0,6467.534049981
3,1056.0,6163.912898304
3,1057.0,5972.268026682
3,1058.0,5769.670463908
3,1059.0,5775.577080645
3,1060.0,6022.467949191
3,1061.0,6305.161650894
3,1062.0,6863.866191759
3,1063.0,7165.84952152
3,1064.0,7478.54540984
3,1065.0,7557.569938565
3,1066.0,7590.203997183
3,1067.0,7382.784268165
