dmnd_pf_id,hy,value
3,6897.0,8507.556329239
3,6898.0,8314.818053561
3,6899.0,8289.515259658
3,6900.0,8214.567800604
3,6901.0,8094.458236669
3,6902.0,8040.923459252
3,6903.0,8090.336710429
3,6904.0,8268.774701064
3,6905.0,7928.286242185
3,6906.0,7365.002800423
3,6907.0,6782.489534159
3,6908.0,6442.636986422
3,6909.0,5961.932198784
3,6910.0,5644.622161933
3,6911.0,5253.933046464
3,6912.0,5209.377910127
3,6913.0,5116.456580919
3,6914.0,5286.177317892
3,6915.0,5905.003323736
3,6916.0,7048.055267661
3,6917.0,7915.434782917
3,6918.0,8150.060018973
3,6919.0,8236.080587757
3,6920.0,8342.329561368
3,6921.0,8369.881518799
3,6922.0,8180.753431189
3,6923.0,7989.277489599
3,6924.0,7866.66550148
3,6925.0,7704.553458564
3,6926.0,7623.293272518
3,6927.0,7741.601238678
3,6928.0,7972.535443578
3,6929.0,7674.173323529
3,6930.0,7116.748231391
3,6931.0,6521.463235525
3,6932.0,6355.730446594
3,6933.0,5923.71474475
3,6934.0,5582.227167144
3,6935.0,5303.982704174
3,6936.0,5150.096191942
3,6937.0,4999.803120455
3,6938.0,4992.803072961
3,6939.0,5192.734848032
3,6940.0,5542.692422038
3,6941.0,6039.951022142
3,6942.0,6439.204921003
3,6943.0,6663.691592196
3,6944.0,6744.170905416
3,6945.0,6803.388050606
3,6946.0,6586.145316996
3,6947.0,6343.90975685
3,6948.0,6200.381177544
3,6949.0,6135.744476932
3,6950.0,6154.644443484
3,6951.0,6368.833530658
3,6952.0,6741.027096498
3,6953.0,6602.373308684
3,6954.0,6222.201746317
3,6955.0,5793.8839433
3,6956.0,5715.238233621
3,6957.0,5377.29735435
3,6958.0,5019.735773259
3,6959.0,4741.202860144
3,6960.0,4654.772938976
3,6961.0,4484.456787189
3,6962.0,4469.817745797
3,6963.0,4585.707993867
3,6964.0,4787.305911366
3,6965.0,5152.766881348
3,6966.0,5485.25103368
3,6967.0,5782.087541981
3,6968.0,6062.459065269
3,6969.0,6240.884778384
3,6970.0,6006.960526663
3,6971.0,5736.896071023
3,6972.0,5568.121440105
3,6973.0,5514.631133431
3,6974.0,5644.843037916
3,6975.0,5986.653454047
3,6976.0,6440.981883145
3,6977.0,6390.720998643
3,6978.0,6103.718660063
3,6979.0,5701.204290178
3,6980.0,5706.669432985
3,6981.0,5338.365323067
3,6982.0,5108.309998699
3,6983.0,4892.732985489
3,6984.0,4823.238771482
3,6985.0,4745.991583343
3,6986.0,4950.261505825
3,6987.0,5590.260148701
3,6988.0,6843.210334979
3,6989.0,7807.426611807
3,6990.0,8113.391264852
3,6991.0,8188.333564682
3,6992.0,8321.525470651
3,6993.0,8450.343263798
3,6994.0,8222.904799887
3,6995.0,8199.766648571
3,6996.0,8115.176837524
3,6997.0,8111.004765516
3,6998.0,8040.85892308
3,6999.0,8124.218346824
3,7000.0,8329.952446161
3,7001.0,7976.10906323
3,7002.0,7449.413203935
3,7003.0,6794.770090555
3,7004.0,6517.864664429
3,7005.0,6047.946521564
3,7006.0,5708.572908857
3,7007.0,5431.290777708
3,7008.0,5354.84895881
3,7009.0,5250.61493885
3,7010.0,5409.162828092
3,7011.0,6039.882436383
3,7012.0,7163.100950666
3,7013.0,8058.086073021
3,7014.0,8250.86166646
3,7015.0,8229.249100139
3,7016.0,8210.48021247
3,7017.0,8219.290470423
3,7018.0,7981.283606978
3,7019.0,7957.722327492
3,7020.0,7874.105314516
3,7021.0,7771.881646352
3,7022.0,7760.267595283
3,7023.0,7846.871204025
3,7024.0,8160.954461208
3,7025.0,7902.692700493
3,7026.0,7399.290395693
3,7027.0,6764.20262897
3,7028.0,6538.388502428
3,7029.0,6061.105360537
3,7030.0,5712.493624239
3,7031.0,5447.959706297
3,7032.0,5304.468810969
3,7033.0,5161.959592101
3,7034.0,5329.247682913
3,7035.0,5966.25390023
3,7036.0,7118.013391592
3,7037.0,8017.527490563
3,7038.0,8163.572781545
3,7039.0,8157.224897034
3,7040.0,8178.530481654
3,7041.0,8162.942852341
3,7042.0,7902.028290245
3,7043.0,7818.849179387
3,7044.0,7694.189830797
3,7045.0,7642.376259929
3,7046.0,7637.15517709
3,7047.0,7771.777003616
3,7048.0,8140.933108278
3,7049.0,7906.450802189
3,7050.0,7386.090367657
3,7051.0,6771.747098934
3,7052.0,6534.23317778
3,7053.0,6089.821696078
3,7054.0,5691.346226211
3,7055.0,5425.554467309
3,7056.0,5300.639896143
3,7057.0,5208.451460067
3,7058.0,5376.585677045
3,7059.0,5990.961663294
3,7060.0,7110.986331326
3,7061.0,8040.572128701
3,7062.0,8221.152612389
3,7063.0,8176.309494162
3,7064.0,8217.805813326
3,7065.0,8223.275177981
3,7066.0,7954.983037475
3,7067.0,7878.695770441
3,7068.0,7752.888468985
3,7069.0,7654.201437202
3,7070.0,7612.507407487
3,7071.0,7780.380510269
3,7072.0,8175.841910167
3,7073.0,7961.561192546
3,7074.0,7436.743928931
3,7075.0,6848.268819171
3,7076.0,6558.650608648
3,7077.0,6019.430014923
3,7078.0,5695.081142467
3,7079.0,5432.2591484
3,7080.0,5215.726389687
3,7081.0,5064.990169975
3,7082.0,5175.71005107
3,7083.0,5777.606312025
3,7084.0,6888.453762631
3,7085.0,7833.511410386
3,7086.0,8081.628521999
3,7087.0,8071.739314634
3,7088.0,8089.195812673
3,7089.0,8093.674960548
3,7090.0,7791.3654042
3,7091.0,7538.419297319
3,7092.0,7351.339775579
3,7093.0,7197.303561863
3,7094.0,7189.029619121
3,7095.0,7374.039596545
3,7096.0,7795.752964156
3,7097.0,7574.594347095
3,7098.0,7025.353471551
3,7099.0,6439.310568084
3,7100.0,6256.501495859
3,7101.0,5842.794176773
3,7102.0,5527.464483491
3,7103.0,5204.071560945
3,7104.0,5091.859365295
3,7105.0,4927.907081344
3,7106.0,4938.31142295
3,7107.0,5176.530805502
3,7108.0,5555.803387465
3,7109.0,6102.245112487
3,7110.0,6423.915242159
3,7111.0,6583.088922126
3,7112.0,6604.04467145
3,7113.0,6582.175142913
3,7114.0,6307.203999005
3,7115.0,6052.52985052
3,7116.0,5880.727383499
3,7117.0,5827.897480162
3,7118.0,5877.31547353
3,7119.0,6226.817876338
3,7120.0,6748.9618383
3,7121.0,6526.136823558
3,7122.0,6150.558336396
3,7123.0,5781.841022016
3,7124.0,5765.42964604
3,7125.0,5349.572051493
3,7126.0,5038.903967346
3,7127.0,4726.554255619
3,7128.0,4622.405698217
3,7129.0,4476.80863804
3,7130.0,4425.332947346
3,7131.0,4430.201653673
3,7132.0,4590.55504951
3,7133.0,4838.716785052
3,7134.0,5264.073479473
3,7135.0,5561.795687379
3,7136.0,5752.605222436
3,7137.0,5838.383255146
3,7138.0,5903.886383813
3,7139.0,5620.473775932
3,7140.0,5446.229747693
3,7141.0,5359.605055082
3,7142.0,5387.487753531
3,7143.0,5640.336417328
3,7144.0,6238.179941346
3,7145.0,6313.405820089
3,7146.0,6024.436939186
3,7147.0,5700.492818051
3,7148.0,5372.263134355
3,7149.0,5395.918822557
3,7150.0,5056.144615123
3,7151.0,4819.837545201
3,7152.0,4598.383528701
3,7153.0,4516.003837734
3,7154.0,4347.744583461
3,7155.0,4399.635254169
3,7156.0,4628.76904525
3,7157.0,4819.512312355
3,7158.0,5258.336124458
3,7159.0,5540.308602671
3,7160.0,5718.078868763
3,7161.0,5769.313877029
3,7162.0,5845.760355003
3,7163.0,5574.496205487
3,7164.0,5377.031092598
3,7165.0,5256.69749591
3,7166.0,5368.06860137
3,7167.0,5635.195990881
3,7168.0,6424.680692219
3,7169.0,6572.506061781
3,7170.0,6249.175545171
3,7171.0,5904.154286122
3,7172.0,5538.524410238
3,7173.0,5573.485971249
3,7174.0,5202.851358262
3,7175.0,4963.549258822
3,7176.0,4739.859112176
3,7177.0,4670.877962516
3,7178.0,4567.369887187
3,7179.0,4780.930304297
3,7180.0,5491.228497569
3,7181.0,6625.972402476
3,7182.0,7480.265181634
3,7183.0,7753.201878288
3,7184.0,7757.202467216
3,7185.0,7759.642221006
3,7186.0,7796.428319706
3,7187.0,7572.391931098
3,7188.0,7555.743885772
3,7189.0,7487.351038735
3,7190.0,7469.985094008
3,7191.0,7659.559998873
3,7192.0,8191.718714147
3,7193.0,8155.078275609
3,7194.0,7702.093991879
3,7195.0,7129.61567415
3,7196.0,6573.011944914
3,7197.0,6384.226038718
3,7198.0,5869.230919283
3,7199.0,5452.968978363
3,7200.0,5216.516962259
3,7201.0,5161.585080859
3,7202.0,5076.927169545
3,7203.0,5218.407369639
3,7204.0,5895.435835967
3,7205.0,6954.927202953
3,7206.0,7713.690756507
3,7207.0,7946.727142635
3,7208.0,7974.434619694
3,7209.0,8056.029895646
3,7210.0,8066.325827322
3,7211.0,7853.131285246
3,7212.0,7786.104500926
3,7213.0,7736.525756952
3,7214.0,7726.653602865
3,7215.0,7890.675950817
3,7216.0,8384.118275866
3,7217.0,8306.445049061
3,7218.0,7795.424858653
3,7219.0,7238.281358405
3,7220.0,6603.960373221
3,7221.0,6345.043661518
3,7222.0,5846.036999555
3,7223.0,5492.448165247
3,7224.0,5253.664300647
3,7225.0,5142.793251011
3,7226.0,5034.659357378
3,7227.0,5190.942769354
3,7228.0,5833.808320745
3,7229.0,6968.990028022
3,7230.0,7798.11084891
3,7231.0,8043.525003043
3,7232.0,8130.563175307
3,7233.0,8236.665110233
3,7234.0,8282.40892505
3,7235.0,8077.768282673
3,7236.0,8023.328832758
3,7237.0,7997.962993874
3,7238.0,7960.481836376
3,7239.0,8075.821126606
3,7240.0,8459.694352266
3,7241.0,8299.842358404
3,7242.0,7788.039796503
3,7243.0,7206.556916936
3,7244.0,6612.271172713
3,7245.0,6388.781946553
3,7246.0,5895.436059043
3,7247.0,5544.953266381
3,7248.0,5263.87628922
3,7249.0,5119.163722139
3,7250.0,4999.03660061
3,7251.0,5156.258130416
3,7252.0,5777.461122668
3,7253.0,6914.210740715
3,7254.0,7700.091985932
3,7255.0,7940.247305942
3,7256.0,7950.391409612
3,7257.0,7972.90629382
3,7258.0,7992.010585834
3,7259.0,7691.980381975
3,7260.0,7528.77688259
3,7261.0,7364.387058303
3,7262.0,7295.010162689
3,7263.0,7499.351877013
3,7264.0,8022.032597498
3,7265.0,7942.074249277
3,7266.0,7451.811118366
3,7267.0,6907.577401711
3,7268.0,6346.115877399
3,7269.0,6189.816400676
3,7270.0,5720.592930708
3,7271.0,5404.54554548
3,7272.0,5105.946556759
3,7273.0,4984.862277128
3,7274.0,4806.533222963
3,7275.0,4840.937864557
3,7276.0,5113.026391665
3,7277.0,5492.679311969
3,7278.0,5973.887740025
3,7279.0,6200.705589892
3,7280.0,6323.15672088
3,7281.0,6366.274915015
3,7282.0,6378.442615342
3,7283.0,6147.481989769
3,7284.0,5954.761909861
3,7285.0,5837.568976405
3,7286.0,5820.17100918
3,7287.0,6094.5581277
3,7288.0,6765.771840233
3,7289.0,6713.151484316
3,7290.0,6305.554281662
3,7291.0,5951.090529204
3,7292.0,5572.716137483
3,7293.0,5581.449122377
3,7294.0,5206.927478734
3,7295.0,4978.470196933
3,7296.0,4702.25877694
3,7297.0,4576.169397318
3,7298.0,4458.420378436
3,7299.0,4465.605431977
3,7300.0,4580.956318826
3,7301.0,4692.513989103
3,7302.0,4986.604895817
3,7303.0,5201.588795883
3,7304.0,5399.447728631
3,7305.0,5611.779684147
3,7306.0,5739.636879724
3,7307.0,5462.642498738
3,7308.0,5322.052681299
3,7309.0,5117.977421348
3,7310.0,5116.325876892
3,7311.0,5459.203409722
3,7312.0,6159.44382299
3,7313.0,6342.352479692
3,7314.0,6170.661489966
3,7315.0,5917.675527729
3,7316.0,5630.170977522
3,7317.0,5658.366004807
3,7318.0,5321.110604771
3,7319.0,5056.032199641
3,7320.0,4854.701470356
3,7321.0,4815.294646426
3,7322.0,4731.527791322
3,7323.0,4960.388387589
3,7324.0,5680.509039189
3,7325.0,6703.05040962
3,7326.0,7472.614920861
3,7327.0,7730.388720979
3,7328.0,7717.421655134
3,7329.0,7771.05823215
3,7330.0,7862.443638361
3,7331.0,7602.329330903
3,7332.0,7541.00128407
3,7333.0,7445.749458603
3,7334.0,7459.70468486
3,7335.0,7750.0608098
3,7336.0,8366.973802457
3,7337.0,8307.179816229
3,7338.0,7829.495231074
3,7339.0,7281.366005642
3,7340.0,6742.063074224
3,7341.0,6504.417696956
3,7342.0,6016.784243112
3,7343.0,5732.624955707
3,7344.0,5470.221183286
3,7345.0,5346.684084223
3,7346.0,5252.434779785
3,7347.0,5419.701801372
3,7348.0,6122.771134067
3,7349.0,7173.48464659
3,7350.0,7910.270048782
3,7351.0,8081.299331246
3,7352.0,8031.62719515
3,7353.0,8061.970693769
3,7354.0,8118.454859209
3,7355.0,7830.250874304
3,7356.0,7764.589258778
3,7357.0,7690.122799324
3,7358.0,7707.983586504
3,7359.0,7997.862460999
3,7360.0,8549.726616023
3,7361.0,8413.279317443
3,7362.0,7933.505624997
3,7363.0,7367.65859216
3,7364.0,6782.236067574
3,7365.0,6547.057114504
3,7366.0,6031.825057675
3,7367.0,5794.464338717
3,7368.0,5521.013961326
3,7369.0,5401.688423636
3,7370.0,5301.008516123
3,7371.0,5478.942160378
3,7372.0,6069.124148169
3,7373.0,7205.759360906
3,7374.0,7962.247477675
3,7375.0,8091.746082722
3,7376.0,8009.465206856
3,7377.0,8016.792580659
3,7378.0,8048.22194002
3,7379.0,7844.347008919
3,7380.0,7785.252399302
3,7381.0,7756.394230489
3,7382.0,7783.421931469
3,7383.0,8076.365391556
3,7384.0,8554.742917033
3,7385.0,8428.915601135
3,7386.0,7911.484509386
3,7387.0,7332.41958674
3,7388.0,6773.441975578
3,7389.0,6578.766694341
3,7390.0,6065.529178469
3,7391.0,5665.544860792
3,7392.0,5471.455896555
3,7393.0,5358.424420585
3,7394.0,5252.064890741
3,7395.0,5420.556890628
3,7396.0,6096.264371308
3,7397.0,7181.017631257
3,7398.0,7847.695341892
3,7399.0,7985.766668707
3,7400.0,7896.903541881
3,7401.0,7849.117580886
3,7402.0,7869.394907881
3,7403.0,7629.665631163
3,7404.0,7586.542728705
3,7405.0,7543.606121233
3,7406.0,7589.756580219
3,7407.0,7849.837289162
3,7408.0,8390.539923574
3,7409.0,8234.504561912
3,7410.0,7744.178317379
3,7411.0,7205.337139565
3,7412.0,6624.145808119
3,7413.0,6462.297252446
3,7414.0,6020.360887402
3,7415.0,5719.813808164
3,7416.0,5458.333625784
3,7417.0,5326.950325305
3,7418.0,5207.599942816
3,7419.0,5384.296731901
3,7420.0,6062.5770332
3,7421.0,7122.118178891
3,7422.0,7760.837032731
3,7423.0,7924.367332083
3,7424.0,7841.894800816
3,7425.0,7804.547623764
3,7426.0,7811.684357504
3,7427.0,7541.660469328
3,7428.0,7375.605233211
3,7429.0,7268.760146448
3,7430.0,7210.645835991
3,7431.0,7506.117429357
3,7432.0,8062.531007626
3,7433.0,7944.270929722
3,7434.0,7393.127699318
3,7435.0,6932.800062029
3,7436.0,6416.364263578
3,7437.0,6286.660594833
3,7438.0,5881.978844564
3,7439.0,5519.292952685
3,7440.0,5223.823904164
3,7441.0,5064.294337953
3,7442.0,4900.533942318
3,7443.0,4940.399858069
3,7444.0,5204.516516326
3,7445.0,5558.324770341
3,7446.0,6056.24506065
3,7447.0,6405.433704245
3,7448.0,6714.159489554
3,7449.0,6781.658758512
3,7450.0,6887.775581743
3,7451.0,6649.2121104
3,7452.0,6430.736855206
3,7453.0,6270.116301231
3,7454.0,6237.646349427
3,7455.0,6529.400676567
3,7456.0,6921.447350137
3,7457.0,6753.569017957
3,7458.0,6363.73097061
3,7459.0,6005.149721459
3,7460.0,5648.924125776
3,7461.0,5628.949508135
3,7462.0,5222.988184848
3,7463.0,4911.886080798
3,7464.0,4670.214060283
3,7465.0,4554.783110361
3,7466.0,4379.758895276
3,7467.0,4373.367260019
3,7468.0,4509.008913076
3,7469.0,4699.948087923
3,7470.0,5081.830012625
3,7471.0,5354.395203114
3,7472.0,5538.941070366
3,7473.0,5708.754139204
3,7474.0,5815.358084335
3,7475.0,5563.134590503
3,7476.0,5319.948142743
3,7477.0,5223.082491062
3,7478.0,5240.678779557
3,7479.0,5620.004221043
3,7480.0,6276.731148322
3,7481.0,6370.804211735
3,7482.0,6127.803709403
3,7483.0,5863.882301303
3,7484.0,5600.271117016
3,7485.0,5659.968245784
3,7486.0,5270.466187753
3,7487.0,5018.831930869
3,7488.0,4819.16964444
3,7489.0,4737.466348449
3,7490.0,4668.892216726
3,7491.0,4940.465251888
3,7492.0,5694.670541532
3,7493.0,6833.581114711
3,7494.0,7535.887808564
3,7495.0,7742.541711956
3,7496.0,7685.70749421
3,7497.0,7829.412028365
3,7498.0,8016.221206308
3,7499.0,7900.739417518
3,7500.0,7817.977529664
3,7501.0,7775.655083606
3,7502.0,7715.490606946
3,7503.0,7901.829090524
3,7504.0,8268.818995456
3,7505.0,8095.270824992
3,7506.0,7616.024242554
3,7507.0,7174.747558261
3,7508.0,6594.468966374
3,7509.0,6318.031726769
3,7510.0,5834.048949433
3,7511.0,5517.307069981
3,7512.0,5286.495503709
3,7513.0,5095.176046192
3,7514.0,4927.15646535
3,7515.0,5086.623567426
3,7516.0,5775.774868481
3,7517.0,6911.467184715
3,7518.0,7628.609509966
3,7519.0,7809.034589816
3,7520.0,7842.709815139
3,7521.0,7908.249833567
3,7522.0,8007.088321978
3,7523.0,7759.12882593
3,7524.0,7721.52640703
3,7525.0,7607.811761179
3,7526.0,7525.165771529
3,7527.0,7790.189773452
3,7528.0,8131.828150854
3,7529.0,7993.4975285
3,7530.0,7526.778090031
3,7531.0,7113.352020207
3,7532.0,6599.559514429
3,7533.0,6228.835950285
3,7534.0,5823.720719135
3,7535.0,5499.992205773
3,7536.0,5212.840369608
3,7537.0,5103.747716892
3,7538.0,4992.208797203
3,7539.0,5124.62275358
3,7540.0,5785.00675141
3,7541.0,6889.93317991
3,7542.0,7613.166416506
3,7543.0,7784.140777576
3,7544.0,7772.783835863
3,7545.0,7850.158103446
3,7546.0,7856.104099882
3,7547.0,7621.754080153
3,7548.0,7639.487635739
3,7549.0,7623.104843475
3,7550.0,7611.707011272
3,7551.0,7821.932122902
3,7552.0,8164.47868243
3,7553.0,8056.074392293
3,7554.0,7670.207811254
3,7555.0,7141.495058105
3,7556.0,6687.319114721
3,7557.0,6388.570023651
3,7558.0,5943.656762009
3,7559.0,5588.37742454
3,7560.0,5346.440059572
3,7561.0,5220.354364377
3,7562.0,5140.131652493
3,7563.0,5310.275037942
3,7564.0,5957.253459888
3,7565.0,7078.571522433
3,7566.0,7727.072429822
3,7567.0,7864.253078832
3,7568.0,7841.494280279
3,7569.0,7888.039409095
3,7570.0,7938.396118455
3,7571.0,7688.47270745
3,7572.0,7633.153109639
3,7573.0,7629.870889918
3,7574.0,7593.506004127
3,7575.0,7904.397124286
3,7576.0,8328.466053652
3,7577.0,8152.8245268
3,7578.0,7653.30577995
3,7579.0,7137.837212401
3,7580.0,6662.460350561
3,7581.0,6452.964406242
3,7582.0,5922.210878254
3,7583.0,5625.96653515
3,7584.0,5392.145471004
3,7585.0,5278.092319974
3,7586.0,5194.064868938
3,7587.0,5309.431949886
3,7588.0,5917.535165324
3,7589.0,7052.894463869
3,7590.0,7726.100040494
3,7591.0,7839.676426819
3,7592.0,7798.645321265
3,7593.0,7843.561962738
3,7594.0,7880.932888225
3,7595.0,7578.203119483
3,7596.0,7384.740661409
3,7597.0,7394.200751537
3,7598.0,7432.767598035
3,7599.0,7734.614482205
3,7600.0,8116.058257493
3,7601.0,7880.058139043
3,7602.0,7392.186361469
3,7603.0,6840.333684621
3,7604.0,6281.484133976
3,7605.0,6150.493807222
3,7606.0,5790.43761843
3,7607.0,5480.486882924
3,7608.0,5122.049740264
3,7609.0,4951.224934058
3,7610.0,4877.385112083
3,7611.0,4893.474109871
3,7612.0,5162.283811812
3,7613.0,5498.332737801
3,7614.0,6050.315025878
3,7615.0,6423.862389585
3,7616.0,6650.212877339
3,7617.0,6749.639791215
3,7618.0,6843.582691619
3,7619.0,6645.324367071
3,7620.0,6439.185931283
3,7621.0,6288.033263295
3,7622.0,6315.019474438
3,7623.0,6671.177381734
3,7624.0,7030.002615215
3,7625.0,6866.703679078
3,7626.0,6420.194008586
3,7627.0,6125.568140003
3,7628.0,5740.392168442
3,7629.0,5662.691503141
3,7630.0,5262.59517821
3,7631.0,4950.617367098
3,7632.0,4701.399751701
3,7633.0,4604.399448906
3,7634.0,4458.389881393
3,7635.0,4485.939504847
3,7636.0,4608.080999188
3,7637.0,4797.427919254
3,7638.0,5179.54268051
3,7639.0,5542.012110047
3,7640.0,5866.15135256
3,7641.0,6148.921126614
3,7642.0,6363.417141436
3,7643.0,6114.282689862
3,7644.0,5823.324864413
3,7645.0,5681.691263407
3,7646.0,5651.569351969
3,7647.0,6005.825814819
3,7648.0,6410.884681388
3,7649.0,6429.832866635
3,7650.0,6183.779513024
3,7651.0,5887.46625814
3,7652.0,5635.043338941
3,7653.0,5758.229356167
3,7654.0,5397.815566356
3,7655.0,5138.38925713
3,7656.0,4909.021793472
3,7657.0,4770.504305463
3,7658.0,4701.526313426
3,7659.0,4922.844094573
3,7660.0,5593.879379721
3,7661.0,6751.798251957
3,7662.0,7565.110924837
3,7663.0,7806.63347934
3,7664.0,7743.42128969
3,7665.0,7756.914184233
3,7666.0,7810.342624727
3,7667.0,7599.320711874
3,7668.0,7580.902136551
3,7669.0,7509.741126303
3,7670.0,7547.956874468
3,7671.0,7894.687637984
3,7672.0,8270.217337795
3,7673.0,8126.6709237
3,7674.0,7653.752601551
3,7675.0,7136.113743441
3,7676.0,6630.52376821
3,7677.0,6397.154489089
3,7678.0,5908.991096049
3,7679.0,5600.428766488
3,7680.0,5375.735420056
3,7681.0,5267.089257336
3,7682.0,5165.182980997
3,7683.0,5324.427019467
3,7684.0,5968.45424016
3,7685.0,7174.502381887
3,7686.0,7802.84175616
3,7687.0,8005.115875476
3,7688.0,8005.876720335
3,7689.0,8110.507929868
3,7690.0,8245.923371233
3,7691.0,8000.436155704
3,7692.0,7993.120180575
3,7693.0,7964.570379963
3,7694.0,7933.874329262
3,7695.0,8314.662160106
3,7696.0,8508.068455815
3,7697.0,8285.212916178
3,7698.0,7862.69665674
3,7699.0,7304.303597175
3,7700.0,6743.212849415
3,7701.0,6522.650051595
3,7702.0,6003.657626115
3,7703.0,5650.886348248
3,7704.0,5369.590119999
3,7705.0,5240.797441933
3,7706.0,5097.728093591
3,7707.0,5263.222798437
3,7708.0,5890.585934855
3,7709.0,7065.051821471
3,7710.0,7787.765903346
3,7711.0,7906.92771306
3,7712.0,7868.488526701
3,7713.0,7931.33940918
3,7714.0,8044.458154882
3,7715.0,7765.481749099
3,7716.0,7738.792232434
3,7717.0,7690.039520661
3,7718.0,7729.333176143
3,7719.0,8008.704325758
3,7720.0,8366.529240267
3,7721.0,8181.659973067
3,7722.0,7730.372228933
3,7723.0,7244.121011608
3,7724.0,6729.424357144
3,7725.0,6498.501281952
3,7726.0,5992.628303247
3,7727.0,5640.603091374
3,7728.0,5431.987583554
3,7729.0,5313.289105315
3,7730.0,5141.790303779
3,7731.0,5319.292610747
3,7732.0,6051.759672954
3,7733.0,7236.626912388
3,7734.0,7924.936838803
3,7735.0,8039.303170813
3,7736.0,7943.66628387
3,7737.0,7975.576320142
3,7738.0,8044.668198529
3,7739.0,7872.938437156
3,7740.0,7898.587693613
3,7741.0,7835.321219762
3,7742.0,7825.860026131
3,7743.0,8074.023296891
3,7744.0,8419.97449756
3,7745.0,8220.582312007
3,7746.0,7670.675728462
3,7747.0,7158.040731008
3,7748.0,6637.218032039
3,7749.0,6479.733241508
3,7750.0,5997.767668205
3,7751.0,5650.393278338
3,7752.0,5411.77396315
3,7753.0,5278.901742482
3,7754.0,5127.863991173
3,7755.0,5232.087496432
3,7756.0,5892.45488077
3,7757.0,7006.742437565
3,7758.0,7748.675289664
3,7759.0,8053.80453059
3,7760.0,8102.187799274
3,7761.0,8148.300975636
3,7762.0,8207.732582104
3,7763.0,8026.868508123
3,7764.0,7890.321267012
3,7765.0,7864.122050022
3,7766.0,7869.565982467
3,7767.0,8175.08307116
3,7768.0,8313.447921333
3,7769.0,8081.187073133
3,7770.0,7528.301757592
3,7771.0,7008.546348108
3,7772.0,6507.726304791
3,7773.0,6349.450948217
3,7774.0,5927.001290739
3,7775.0,5700.8414897
3,7776.0,5424.225662527
3,7777.0,5288.342561314
3,7778.0,5176.325282128
3,7779.0,5145.876452197
3,7780.0,5356.719715031
3,7781.0,5714.959950838
3,7782.0,6291.644063539
3,7783.0,6717.487941219
3,7784.0,7072.886077673
3,7785.0,7304.329820908
3,7786.0,7430.757712113
3,7787.0,7266.084630633
3,7788.0,7070.22395599
3,7789.0,6975.641479578
3,7790.0,7056.094286853
3,7791.0,7383.579441646
3,7792.0,7568.773425666
3,7793.0,7392.487336048
3,7794.0,6960.608300497
3,7795.0,6648.05081046
3,7796.0,6269.146072807
3,7797.0,6283.16200198
3,7798.0,5958.476632727
3,7799.0,5656.561688978
3,7800.0,5409.611265553
3,7801.0,5309.371421148
3,7802.0,5156.715604056
3,7803.0,5132.472126623
3,7804.0,5271.202969153
3,7805.0,5404.474572921
3,7806.0,5807.130845211
3,7807.0,6164.287731309
3,7808.0,6562.577725078
3,7809.0,6870.276320908
3,7810.0,7087.988651307
3,7811.0,6846.093291863
3,7812.0,6665.254506782
3,7813.0,6505.974884362
3,7814.0,6557.197716206
3,7815.0,6912.281571507
3,7816.0,7228.498559101
3,7817.0,7252.653180965
3,7818.0,7021.13219055
3,7819.0,6806.187209922
3,7820.0,6532.500326778
3,7821.0,6578.457663588
3,7822.0,6261.857206751
3,7823.0,6031.236793718
3,7824.0,5821.960040142
3,7825.0,5762.716783213
3,7826.0,5692.218385008
3,7827.0,5889.753041116
3,7828.0,6533.357263942
3,7829.0,7634.399594358
3,7830.0,8480.017234622
3,7831.0,8707.998879505
3,7832.0,8672.233229021
3,7833.0,8716.933477676
3,7834.0,8747.681363535
3,7835.0,8645.666063218
3,7836.0,8625.743362572
3,7837.0,8591.561750564
3,7838.0,8681.382962862
3,7839.0,9065.409175739
3,7840.0,9327.155505555
3,7841.0,9163.240004606
3,7842.0,8698.538883002
3,7843.0,8185.767560007
3,7844.0,7683.988324594
3,7845.0,7489.883422837
3,7846.0,6941.419747233
3,7847.0,6576.807392363
3,7848.0,6342.406541141
3,7849.0,6190.203800975
3,7850.0,6068.34989125
3,7851.0,6208.444745386
3,7852.0,6873.414134254
3,7853.0,7985.146252754
3,7854.0,8763.450335349
3,7855.0,8908.413573904
3,7856.0,8831.824452885
3,7857.0,8857.465497862
3,7858.0,8869.910003965
3,7859.0,8661.390426491
3,7860.0,8560.644023604
3,7861.0,8596.533630557
3,7862.0,8638.092006847
3,7863.0,9032.7061435
3,7864.0,9352.942033026
3,7865.0,9193.358215703
3,7866.0,8762.553586192
3,7867.0,8247.02348975
3,7868.0,7649.587148902
3,7869.0,7525.858357287
3,7870.0,7004.351259016
3,7871.0,6697.80186069
3,7872.0,6438.898511669
3,7873.0,6296.563302
3,7874.0,6185.580478834
3,7875.0,6356.646687054
3,7876.0,6990.392415317
3,7877.0,8054.778982622
3,7878.0,8828.899344541
3,7879.0,8988.134361843
3,7880.0,8959.994004189
3,7881.0,8964.14700358
3,7882.0,8991.992722907
3,7883.0,8835.15247795
3,7884.0,8896.090884438
3,7885.0,8873.907520248
3,7886.0,8876.337859294
3,7887.0,9158.80154841
3,7888.0,9323.97175762
3,7889.0,9140.381530353
3,7890.0,8641.734048742
3,7891.0,8139.427417643
3,7892.0,7608.660892155
3,7893.0,7454.076720204
3,7894.0,6974.154430148
3,7895.0,6594.512277616
