nd_id,nd,color,price_co2,price_co2_yr2020,price_co2_yr2025,price_co2_yr2030,price_co2_yr2035,price_co2_yr2040,price_co2_yr2045,price_co2_yr2050
0,AT0,#80A06F,7.67916666666667,15.0,22.0,33.0,42.0,50.0,69.0,88.0
1,CH0,#FF624C,60.0,67.3208333333333,74.3208333333333,85.3208333333333,94.3208333333333,102.320833333333,121.320833333333,140.320833333333
2,DE0,#B57CE5,7.67916666666667,15.0,22.0,33.0,42.0,50.0,69.0,88.0
3,FR0,#AAFF90,7.67916666666667,15.0,22.0,33.0,42.0,50.0,69.0,88.0
4,IT0,#E5853B,7.67916666666667,15.0,22.0,33.0,42.0,50.0,69.0,88.0
